example_id                                               | status | run_time        |
./spec/services/kaplan_meier_calculator_spec.rb[1:1:1:4] | passed | 0.00382 seconds |
./spec/services/kaplan_meier_calculator_spec.rb[1:1:2:1] | passed | 0.01177 seconds |
./spec/services/kaplan_meier_calculator_spec.rb[1:1:3:1] | passed | 0.00608 seconds |
./spec/services/survival_service_spec.rb[1:1:1:1]        | passed | 0.12238 seconds |
./spec/services/survival_service_spec.rb[1:1:2:1]        | passed | 0.02658 seconds |
./spec/services/survival_service_spec.rb[1:1:3:1]        | passed | 0.09416 seconds |
./spec/services/survival_service_spec.rb[1:1:3:2]        | passed | 0.11828 seconds |
./spec/services/survival_service_spec.rb[1:1:3:3]        | passed | 0.10276 seconds |
./spec/services/survival_service_spec.rb[1:1:3:4]        | passed | 0.10605 seconds |
./spec/services/survival_service_spec.rb[1:1:3:5]        | passed | 0.12234 seconds |
./spec/services/survival_service_spec.rb[1:1:3:6]        | passed | 0.0944 seconds  |
./spec/services/survival_service_spec.rb[1:1:3:7]        | passed | 0.11036 seconds |
./spec/services/survival_service_spec.rb[1:1:4:1]        | passed | 0.15329 seconds |
./spec/services/survival_service_spec.rb[1:1:4:2]        | passed | 0.14987 seconds |
./spec/services/survival_service_spec.rb[1:1:4:3]        | passed | 0.17237 seconds |
./spec/services/survival_service_spec.rb[1:1:5:1]        | passed | 0.134 seconds   |
./spec/services/survival_service_spec.rb[1:1:5:2]        | passed | 0.12314 seconds |
./spec/services/survival_service_spec.rb[1:1:6:1]        | passed | 0.13726 seconds |
./spec/services/survival_service_spec.rb[1:2:1]          | passed | 0.00067 seconds |
./spec/system/authentication_flow_spec.rb[1:1]           | passed | 0.20245 seconds |
./spec/system/authentication_flow_spec.rb[1:2]           | passed | 0.23931 seconds |
./spec/system/authentication_flow_spec.rb[1:3]           | passed | 0.29351 seconds |
./spec/system/dashboards_spec.rb[1:1]                    | passed | 0.17917 seconds |
./spec/system/dashboards_spec.rb[1:2]                    | passed | 0.25331 seconds |
./spec/system/dashboards_spec.rb[1:3]                    | passed | 0.21501 seconds |
./spec/system/dashboards_spec.rb[1:4]                    | passed | 0.22948 seconds |
./spec/system/dashboards_spec.rb[1:5]                    | passed | 0.21265 seconds |
./spec/system/dashboards_spec.rb[1:6]                    | passed | 0.24897 seconds |
./spec/system/dashboards_spec.rb[1:7]                    | passed | 0.22761 seconds |
